congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Peter A. Darbee, Chairman, Chief Executive Officer, and President, PG&E Corporation	PG&E Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Preston Chiaro, Chief Executive Officer, Rio Tinto	Rio Tinto	Mining	Energy & Natural Resources	Carbon-intensive Industry	Mining	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	James Mulva, Chairman and Chief Executive Officer, Conoco- Phillips	Conoco- Phillips	Oil & Gas	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Jonathan Lash, President, World Resources Institute	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	George Nolen, President and Chief Executive Officer, Siemens Corporation	Siemens	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	John Rowe, President and Chief Executive Officer, Exelon Corporation	Exelon Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	David Crane, President and Chief Executive Officer, NRG Energy, Inc.	NRG Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Mark Tercek, President and Chief Executive Officer, The Nature Conservancy	Nature Conservancy	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Jeffry E. Sterba, Chairman of the Board and Chief Executive Officer, PNM Resources	PNM Resources	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-02-25	Hearing on Scientific Objectives for Climate Change Legislation	111hhrg50224	Dr. John Christy, Distinguished Professor of Atmospheric Science and Director of the Earth System Science Center, University of Alabama in Huntsville, Huntsville, Alabama	University of Alabama	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
111	House	Committee on Ways and Means	Ways and Means	2009	2009-02-25	Hearing on Scientific Objectives for Climate Change Legislation	111hhrg50224	Dr. Brenda Ekwurzel, Climate Scientist, Union of Concerned Scientists	Union of Concerned Scientists	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-02-25	Hearing on Scientific Objectives for Climate Change Legislation	111hhrg50224	Dr. James Hansen, Adjunct Professor, The Earth Institute at Columbia University, New York, New York	Columbia University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	Glauber, Ph.D., Joseph, Chief Economist, U.S. Department of Agriculture, Washington, D.C	Department of Agriculture	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	Kile, Ph.D., Joseph, Assistant Director for Microeconomic Studies, Congressional Budget Office, Washington, D.C	Congressional Budget Office	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	Sohngen, D.F., Brent L., Professor, Environmental Economics, Department of Agricultural, Environmental, and Development Economics, Ohio State University, Columbus, OH	Ohio State University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	Murray, Ph.D., Brian C., Director for Economic Analysis, Nicholas Institute for Environmental Policy Solutions, Duke University, Durham, NC	Duke University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	Wara, Ph.D., Michael, Assistant Professor of Law, Stanford Law School, Stanford, CA	Stanford Law School	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	McCarl, Ph.D., Bruce A., Distinguished Professor of Agricultural Economics, Texas A&M University, College Station, TX	Texas A&M University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-12-03	Hearing to Review the Costs and Benefits of Agriculture Offsets	111hhrg54578	Hayes, Ph.D., Dermot J., Pioneer Hi-Bred International Chair in Agribusiness, Professor of Finance, and Professor of Economics, Departments of Economics and Finance, Iowa State University, Ames, IA	Iowa State University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Ralph J. Cicerone, President, National Academy of Sciences Oral Statement	National Academy of Sciences	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Richard B. Alley, Evan Pugh Professor, Department of Geosciences and Earth and Environmental Systems Institute, The Pennsylvania State University Oral Statement	The Pennsylvania State University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Judith A. Curry, Chair of the School of Earth and Atmospheric Sciences, Georgia Institute of Technology Oral Statement	Georgia Institute of Technology	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Gerald A. Meehl, Senior Scientist, National Center for Atmospheric Research Oral Statement	National Center for Atmospheric Research	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Mr. William Geer, Director of the Center for Western Lands, Theodore Roosevelt Conservation Partnership Oral Statement	Theodore Roosevelt Conservation Partnership	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Mr. James Lopez, Senior Advisor to the Deputy Secretary, U.S. Department of Housing and Urban Development Oral Statement	Department of Housing	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Richard A. Feely, Senior Scientist, Pacific Marine Environmental Laboratory, National Oceanic and Atmospheric Administration Oral Statement	National Oceanic and Atmospheric Administration	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Benjamin D. Santer, Atmospheric Scientist, Program for Climate Model Diagnosis and Intercomparison, Lawrence Livermore National Laboratory Oral Statement	National Laboratory	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Rear Admiral David W. Titley, Oceanographer and Navigator of the U.S. Navy Oral Statement	U.S. Navy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Richard S. Lindzen, Alfred P. Sloan Professor of Meteorology, Department of Earth Atmospheric and Planetary Science, Massachusetts Institute of Technology Oral Statement	Massachusetts Institute of Technology	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Heidi M. Cullen, CEO and Director of Communications, Climate Central Oral Statement	Climate Central	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Science and Technology	Science and Technology	2010	2010-11-17	A Rational Discussion of Climate Change: The Science, the Evidence, the Response	111hhrg62618	Dr. Patrick J. Michaels, Senior Fellow in Environmental Studies, Cato Institute Oral Statement	Cato Institute	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	Cato Institute	Contrarian	Denialist
111	House	Committee on Natural Resources	Natural Resources	2009	2009-03-03	"Oversight Hearing on ""The Role of Federal Lands in Combating Climate Change"""	111hhrg47754	Armstrong, Thomas R., Senior Advisor for Global Change Programs, U.S. Geological Survey, U.S. Department of the Interior	Geological Survey	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
